k,x,scalar_root,reduced_kirchhoff,reduced_norm,full_verified,full_kirchhoff,full_norm,vertices,edges
633,0.0024815158784668666,0.8316245442797799,2.701831813833877e-16,1.2212453270876722e-15,False,,,5064,7596
635,0.002473700048489875,0.8316260330933217,4.2500725161431774e-17,1.7763568394002505e-15,False,,,5080,7620
637,0.002465933297807411,0.831627512523568,5.551115123125783e-17,1.3322676295501878e-15,False,,,5096,7644
639,0.0024582151655772985,0.8316289826589477,4.92227786308419e-17,1.7763568394002505e-15,False,,,5112,7668
641,0.002450545196708959,0.8316304435867807,8.977193988179977e-17,8.881784197001252e-16,False,,,5128,7692
643,0.0024429229417739615,0.8316318953932981,4.85722573273506e-17,3.3306690738754696e-16,False,,,5144,7716
645,0.0024353479569182374,0.8316333381636558,3.469446951953614e-17,1.3322676295501878e-15,False,,,5160,7740
647,0.0024278198037759207,0.8316347719819548,7.892991815694472e-17,8.881784197001252e-16,False,,,5176,7764
649,0.0024203380493847846,0.8316361969312539,4.5319650809894085e-17,4.440892098500626e-16,False,,,5192,7788
651,0.0024129022661032343,0.8316376130935889,1.7824283715661693e-16,6.661338147750939e-16,False,,,5208,7812
653,0.002405512031528826,0.8316390205499862,4.5536491244391186e-17,4.440892098500626e-16,False,,,5224,7836
655,0.0023981669284182804,0.8316404193804796,5.3017486234541167e-17,2.220446049250313e-16,False,,,5240,7860
657,0.0023908665446089545,0.8316418096641246,1.8995222061946038e-16,4.440892098500626e-16,False,,,5256,7884
659,0.0023836104729417448,0.8316431914790138,2.419939248987646e-16,8.881784197001252e-16,False,,,5272,7908
661,0.00237639831118539,0.8316445649022907,2.662800535624399e-16,1.1102230246251565e-15,False,,,5288,7932
663,0.002369229661962143,0.8316459300101657,1.1102230246251565e-16,2.220446049250313e-16,False,,,5304,7956
665,0.0023621041326747864,0.8316472868779284,2.0860049798621105e-16,8.881784197001252e-16,False,,,5320,7980
667,0.0023550213354349594,0.8316486355799627,1.0278236595162582e-16,1.3322676295501878e-15,False,,,5336,8004
669,0.002347980886992768,0.8316499761897591,6.787105599759258e-17,2.220446049250313e-16,False,,,5352,8028
671,0.00234098240866766,0.8316513087799301,1.97758476261356e-16,8.881784197001252e-16,False,,,5368,8052
673,0.0023340255262805274,0.8316526334222208,1.3227266504323154e-16,2.220446049250313e-16,False,,,5384,8076
675,0.0023271098700870176,0.8316539501875243,1.5395670849294163e-17,6.661338147750939e-16,False,,,5400,8100
677,0.002320235074712027,0.831655259145892,2.1532255145562118e-16,1.3322676295501878e-15,False,,,5416,8124
679,0.0023134007790853515,0.8316565603665473,2.3115190317390955e-16,6.661338147750939e-16,False,,,5432,8148
681,0.002306606626378472,0.8316578539178984,1.1102230246251565e-16,1.1102230246251565e-15,False,,,5448,8172
683,0.0022998522639424515,0.8316591398675487,1.5417354892743873e-16,1.7763568394002505e-15,False,,,5464,8196
685,0.0022931373432469137,0.8316604182823102,5.551115123125783e-17,1.9984014443252818e-15,False,,,5480,8220
687,0.0022864615198200993,0.8316616892282127,2.2659825404947043e-16,8.881784197001252e-16,False,,,5496,8244
689,0.002279824453189954,0.8316629527705183,1.1102230246251565e-16,2.220446049250313e-16,False,,,5512,8268
691,0.002273225806826247,0.8316642089737305,6.245004513516506e-17,8.881784197001252e-16,False,,,5528,8292
693,0.00226666524808369,0.8316654579016052,4.954803928258755e-17,8.881784197001252e-16,False,,,5544,8316
695,0.002260142448146039,0.8316666996171628,2.2638141361497333e-16,4.440892098500626e-16,False,,,5560,8340
697,0.002253657081971155,0.8316679341826974,2.8059152223924855e-16,2.220446049250313e-15,False,,,5576,8364
699,0.002247208828237014,0.8316691616597873,1.1102230246251565e-16,1.1102230246251565e-15,False,,,5592,8388
701,0.002240797369288634,0.8316703821093068,2.3418766925686896e-17,4.440892098500626e-16,False,,,5608,8412
703,0.0022344223910859156,0.8316715955914343,4.358492733391728e-17,1.5543122344752192e-15,False,,,5624,8436
705,0.0022280835831523633,0.8316728021656641,1.5612511283791264e-17,2.220446049250313e-16,False,,,5640,8460
707,0.0022217806385246824,0.8316740018908135,2.1445518971763278e-16,1.1102230246251565e-15,False,,,5656,8484
709,0.0022155132537032256,0.8316751948250356,9.519295074422729e-17,8.881784197001252e-16,False,,,5672,8508
711,0.0022092811286032795,0.8316763810258255,2.7538735181131813e-17,0.0,False,,,5688,8532
713,0.0022030839665071666,0.8316775605500323,5.551115123125783e-17,6.661338147750939e-16,False,,,5704,8556
715,0.0021969214740171546,0.8316787334538663,1.6002824065886045e-16,1.5543122344752192e-15,False,,,5720,8580
717,0.0021907933610091517,0.8316798997929091,7.014788055981214e-17,8.881784197001252e-16,False,,,5736,8604
719,0.0021846993405871774,0.8316810596221214,4.141652298894627e-17,7.771561172376096e-16,False,,,5752,8628
721,0.0021786391290385884,0.8316822129958522,2.3418766925686896e-16,2.220446049250313e-15,False,,,5768,8652
723,0.0021726124457900472,0.8316833599678469,1.1102230246251565e-16,8.881784197001252e-16,False,,,5784,8676
725,0.0021666190133642236,0.8316845005912564,2.3765711620882257e-16,1.7763568394002505e-15,False,,,5800,8700
727,0.002160658557337207,0.8316856349186454,4.466912950640278e-17,1.1102230246251565e-16,False,,,5816,8724
729,0.0021547308062966203,0.8316867630019984,1.1102230246251565e-16,8.881784197001252e-16,False,,,5832,8748
731,0.002148835491800423,0.8316878848927306,1.702197410802242e-17,1.1102230246251565e-15,False,,,5848,8772
733,0.0021429723483363866,0.8316890006416929,2.636779683484747e-16,5.551115123125783e-16,False,,,5864,8796
735,0.002137141113282235,0.8316901102991825,1.1709383462843448e-16,4.440892098500626e-16,False,,,5880,8820
737,0.002131341526866431,0.8316912139149478,7.22078646875346e-17,2.220446049250313e-16,False,,,5896,8844
739,0.0021255733321295977,0.8316923115381974,2.8384412875670506e-16,1.3322676295501878e-15,False,,,5912,8868
741,0.0021198362748865705,0.8316934032176067,3.230922474006803e-17,4.440892098500626e-16,False,,,5928,8892
743,0.0021141301036890583,0.8316944890013253,1.1102230246251565e-16,9.992007221626409e-16,False,,,5944,8916
745,0.002108454569788905,0.8316955689369847,1.1102230246251565e-16,1.2212453270876722e-15,False,,,5960,8940
747,0.0021028094271019447,0.8316966430717044,7.600257229123386e-17,5.551115123125783e-16,False,,,5976,8964
749,0.002097194432172432,0.8316977114520989,3.1008182133085427e-17,2.220446049250313e-16,False,,,5992,8988
751,0.002091609344138045,0.8316987741242844,2.680147770384167e-16,8.881784197001252e-16,False,,,6008,9012
753,0.002086053924695442,0.8316998311338862,2.688821387764051e-16,6.661338147750939e-16,False,,,6024,9036
755,0.0020805279380663685,0.8317008825260446,1.0018028073766061e-16,4.440892098500626e-16,False,,,6040,9060
757,0.0020750311509643007,0.8317019283454206,1.199127602768968e-16,2.220446049250313e-16,False,,,6056,9084
759,0.002069563332561614,0.8317029686362039,8.651933336434325e-17,5.551115123125783e-16,False,,,6072,9108
761,0.0020641242544572735,0.8317040034421179,1.1102230246251565e-16,8.881784197001252e-16,False,,,6088,9132
763,0.0020587136906450297,0.8317050328064264,2.196593601455632e-16,8.881784197001252e-16,False,,,6104,9156
765,0.0020533314174821142,0.8317060567719387,2.0339632755828063e-16,4.440892098500626e-16,False,,,6120,9180
767,0.002047977213658423,0.8317070753810173,8.521829075736065e-17,2.220446049250313e-15,False,,,6136,9204
769,0.0020426508601661866,0.8317080886755813,8.218252467440124e-17,8.881784197001252e-16,False,,,6152,9228
771,0.002037352140270102,0.8317090966971148,5.2692225582795515e-17,2.220446049250313e-16,False,,,6168,9252
773,0.0020320808394779415,0.8317100994866707,1.1102230246251565e-16,4.440892098500626e-16,False,,,6184,9276
775,0.002026836745511603,0.8317110970848768,1.7845967759111403e-16,3.3306690738754696e-16,False,,,6200,9300
777,0.0020216196482786193,0.8317120895319416,2.0426368929626904e-16,4.440892098500626e-16,False,,,6216,9324
779,0.002016429339844096,0.8317130768676589,1.1102230246251565e-16,1.9984014443252818e-15,False,,,6232,9348
781,0.002011265614403091,0.8317140591314149,1.43982048506075e-16,4.440892098500626e-16,False,,,6248,9372
783,0.0020061282682534054,0.8317150363621904,1.1622647289044608e-16,6.661338147750939e-16,False,,,6264,9396
785,0.0020010170997688034,0.8317160085985691,1.5742615544489524e-16,9.992007221626409e-16,False,,,6280,9420
787,0.0019959319093726295,0.8317169758787408,1.1102230246251565e-16,1.7763568394002505e-15,False,,,6296,9444
789,0.0019908724995118315,0.8317179382405075,1.2793585635328952e-16,2.220446049250313e-16,False,,,6312,9468
791,0.0019858386746313796,0.8317188957212869,1.1102230246251565e-16,4.440892098500626e-16,False,,,6328,9492
793,0.0019808302411490697,0.8317198483581185,1.478851763270228e-16,1.3322676295501878e-15,False,,,6344,9516
795,0.0019758470074307064,0.831720796187668,7.914675859144182e-17,8.881784197001252e-16,False,,,6360,9540
797,0.001970888783765664,0.8317217392462319,1.1102230246251565e-16,4.440892098500626e-16,False,,,6376,9564
799,0.001965955382342807,0.8317226775697429,1.1102230246251565e-16,1.1102230246251565e-15,False,,,6392,9588
801,0.00196104661722678,0.8317236111937725,8.586881206085195e-17,1.1102230246251565e-15,False,,,6408,9612
803,0.0019561623043346478,0.8317245401535377,4.85722573273506e-17,6.661338147750939e-16,False,,,6424,9636
805,0.0019513022614128797,0.8317254644839039,1.1102230246251565e-16,1.3322676295501878e-15,False,,,6440,9660
807,0.0019464663080146856,0.8317263842193913,2.690989792109022e-16,4.440892098500626e-16,False,,,6456,9684
809,0.0019416542654776782,0.8317272993941758,6.158268339717665e-17,2.220446049250313e-15,False,,,6472,9708
811,0.0019368659569018738,0.8317282100420956,7.068998164605489e-17,2.1094237467877974e-15,False,,,6488,9732
813,0.0019321012071280112,0.831729116196657,1.1102230246251565e-16,8.881784197001252e-16,False,,,6504,9756
815,0.001927359842716196,0.8317300178910336,4.9873299934333204e-18,2.220446049250313e-16,False,,,6520,9780
817,0.0019226416919248539,0.8317309151580751,1.3509159069169385e-16,5.551115123125783e-16,False,,,6536,9804
819,0.0019179465846899937,0.8317318080303089,2.454633718507182e-16,4.440892098500626e-16,False,,,6552,9828
821,0.0019132743526047748,0.8317326965399443,1.3725999503666486e-16,4.440892098500626e-16,False,,,6568,9852
823,0.0019086248288993708,0.831733580718877,2.5045070184415152e-17,4.440892098500626e-16,False,,,6584,9876
825,0.001903997848421128,0.8317344605986926,1.1102230246251565e-16,1.3322676295501878e-15,False,,,6600,9900
827,0.001899393247615008,0.8317353362106695,2.1293730667615307e-16,1.1102230246251565e-15,False,,,6616,9924
829,0.0018948108645043193,0.8317362075857844,8.261620554339544e-17,8.881784197001252e-16,False,,,6632,9948
831,0.001890250538671721,0.8317370747547141,1.1102230246251565e-16,2.220446049250313e-16,False,,,6648,9972
833,0.0018857121112405045,0.8317379377478409,1.1102230246251565e-16,2.220446049250313e-16,False,,,6664,9996
835,0.0018811954248561427,0.8317387965952546,4.163336342344337e-17,1.3322676295501878e-15,False,,,6680,10020
837,0.0018767003236681021,0.831739651326756,7.914675859144182e-17,1.7763568394002505e-15,False,,,6696,10044
839,0.0018722266533119192,0.8317405019718626,3.220080452281948e-17,1.1102230246251565e-15,False,,,6712,10068
841,0.001867774260891528,0.8317413485598089,2.45029690981724e-16,4.440892098500626e-16,False,,,6728,10092
843,0.0018633429949618417,0.8317421911195518,1.1102230246251565e-16,4.440892098500626e-16,False,,,6744,10116
845,0.0018589327055115823,0.831743029679773,3.0574501264091225e-17,1.5543122344752192e-15,False,,,6760,10140
847,0.0018545432439463505,0.8317438642688826,2.400423609882907e-16,6.661338147750939e-16,False,,,6776,10164
849,0.0018501744630719387,0.8317446949150228,1.966742740888705e-16,1.9984014443252818e-15,False,,,6792,10188
851,0.0018458262170778757,0.8317455216460694,8.673617379884035e-17,5.551115123125783e-16,False,,,6808,10212
853,0.0018414983615212066,0.8317463444896377,8.218252467440124e-17,1.5543122344752192e-15,False,,,6824,10236
855,0.001837190753310496,0.831747163473082,1.1102230246251565e-16,2.220446049250313e-16,False,,,6840,10260
857,0.0018329032506900589,0.8317479786235019,8.370040771588094e-17,1.3322676295501878e-15,False,,,6856,10284
859,0.0018286357132244113,0.8317487899677438,5.139118297581291e-17,2.220446049250313e-16,False,,,6872,10308
861,0.0018243880017829342,0.8317495975324033,2.7647155398380363e-16,6.661338147750939e-16,False,,,6888,10332
863,0.0018201599785247565,0.8317504013438296,2.717010644248674e-16,6.661338147750939e-16,False,,,6904,10356
865,0.0018159515068838419,0.8317512014281266,3.7513395167998453e-17,2.220446049250313e-16,False,,,6920,10380
867,0.0018117624515542865,0.8317519978111578,1.3400738851920835e-16,1.7763568394002505e-15,False,,,6936,10404
869,0.0018075926784758176,0.8317527905185466,1.1102230246251565e-16,1.5543122344752192e-15,False,,,6952,10428
871,0.0018034420548194907,0.8317535795756824,1.1102230246251565e-16,1.3322676295501878e-15,False,,,6968,10452
873,0.0017993104489735876,0.8317543650077192,5.551115123125783e-17,2.220446049250313e-15,False,,,6984,10476
875,0.0017951977305297026,0.8317551468395813,4.83554168928535e-17,4.440892098500626e-16,False,,,7000,10500
877,0.0017911037702690237,0.8317559250959657,2.0122792321330962e-16,1.3322676295501878e-15,False,,,7016,10524
879,0.0017870284401487972,0.8317566998013428,2.905661822261152e-17,7.771561172376096e-16,False,,,7032,10548
881,0.0017829716132889803,0.8317574709799613,5.551115123125783e-17,4.440892098500626e-16,False,,,7048,10572
883,0.0017789331639590713,0.8317582386558487,1.231653667943533e-16,8.881784197001252e-16,False,,,7064,10596
885,0.0017749129675651224,0.8317590028528157,1.6197980456933436e-16,6.661338147750939e-16,False,,,7080,10620
887,0.0017709109006369247,0.8317597635944566,2.415602440297704e-16,8.881784197001252e-16,False,,,7096,10644
889,0.0017669268408153681,0.8317605209041533,1.1102230246251565e-16,8.881784197001252e-16,False,,,7112,10668
891,0.0017629606668399709,0.8317612748050778,2.8189256484623115e-17,1.7763568394002505e-15,False,,,7128,10692
893,0.0017590122585365775,0.8317620253201932,1.739060284666749e-16,1.4432899320127035e-15,False,,,7144,10716
895,0.0017550814968052195,0.8317627724722568,2.0751629581372555e-16,2.1094237467877974e-15,False,,,7160,10740
897,0.001751168263608142,0.8317635162838232,2.3809079707781677e-16,8.881784197001252e-16,False,,,7176,10764
899,0.0017472724419579863,0.8317642567772449,1.1102230246251565e-16,2.220446049250313e-16,False,,,7192,10788
901,0.0017433939159061328,0.8317649939746756,2.1076890233118206e-16,1.3322676295501878e-15,False,,,7208,10812
903,0.0017395325705311972,0.8317657278980721,5.637851296924623e-17,1.7763568394002505e-15,False,,,7224,10836
905,0.0017356882919276806,0.831766458569198,7.719519468096792e-17,4.440892098500626e-16,False,,,7240,10860
907,0.0017318609671947672,0.8317671860096222,5.551115123125783e-17,6.661338147750939e-16,False,,,7256,10884
909,0.0017280504844252736,0.8317679102407248,5.551115123125783e-17,4.440892098500626e-16,False,,,7272,10908
911,0.0017242567326947403,0.8317686312836973,7.37257477290143e-17,4.440892098500626e-16,False,,,7288,10932
913,0.001720479602050669,0.8317693491595449,2.8189256484623115e-17,4.440892098500626e-16,False,,,7304,10956
915,0.001716718983501899,0.8317700638890889,6.440160904563896e-17,8.881784197001252e-16,False,,,7320,10980
917,0.001712974769008124,0.8317707754929684,4.7379634937616544e-17,1.3322676295501878e-15,False,,,7336,11004
919,0.001709246851469546,0.831771483991642,3.8055496254241206e-17,7.771561172376096e-16,False,,,7352,11028
921,0.0017055351247166621,0.831772189405391,2.654126918244515e-16,8.881784197001252e-16,False,,,7368,11052
923,0.0017018394835001875,0.8317728917543197,2.8406096919120216e-17,1.5543122344752192e-15,False,,,7384,11076
925,0.0016981598234811046,0.8317735910583585,2.5825695748604716e-16,5.551115123125783e-16,False,,,7400,11100
927,0.0016944960412208455,0.831774287337265,5.4643789493269423e-17,6.661338147750939e-16,False,,,7416,11124
929,0.0016908480341715985,0.8317749806106266,1.1102230246251565e-16,6.661338147750939e-16,False,,,7432,11148
931,0.0016872157006667398,0.8317756708978618,5.97395397039513e-17,9.992007221626409e-16,False,,,7448,11172
933,0.0016835989399113897,0.8317763582182222,6.678685382510707e-17,6.661338147750939e-16,False,,,7464,11196
935,0.0016799976519730885,0.8317770425907943,1.710871028182126e-16,1.3322676295501878e-15,False,,,7480,11220
937,0.0016764117377725922,0.8317777240345009,2.0968470015869656e-16,4.440892098500626e-16,False,,,7496,11244
939,0.0016728410990747874,0.8317784025681036,1.207801220148852e-16,9.992007221626409e-16,False,,,7512,11268
941,0.0016692856384797187,0.8317790782102044,2.3028454143592114e-16,5.551115123125783e-16,False,,,7528,11292
943,0.0016657452594137333,0.8317797509792462,5.746271514173174e-17,4.440892098500626e-16,False,,,7544,11316
945,0.0016622198661207371,0.831780420893516,5.551115123125783e-17,2.220446049250313e-16,False,,,7560,11340
947,0.0016587093636535614,0.8317810879711458,6.472686969738461e-17,9.992007221626409e-16,False,,,7576,11364
949,0.001655213657865439,0.8317817522301145,1.4094628242311558e-16,6.661338147750939e-16,False,,,7592,11388
951,0.001651732655401587,0.8317824136882489,5.323432666903827e-17,8.881784197001252e-16,False,,,7608,11412
953,0.0016482662636908973,0.8317830723632264,3.469446951953614e-17,1.9984014443252818e-15,False,,,7624,11436
955,0.0016448143909377295,0.8317837282725759,2.94469310047063e-16,4.440892098500626e-16,False,,,7640,11460
957,0.0016413769461138092,0.8317843814336789,6.591949208711867e-17,1.3322676295501878e-15,False,,,7656,11484
959,0.0016379538389502248,0.8317850318637716,3.426078865054194e-17,6.661338147750939e-16,False,,,7672,11508
961,0.001634544979929526,0.8317856795799472,1.1102230246251565e-16,4.440892098500626e-16,False,,,7688,11532
963,0.0016311502802779211,0.8317863245991558,1.4051260155412137e-16,8.881784197001252e-16,False,,,7704,11556
965,0.0016277696519575702,0.8317869669382064,2.8601253310167607e-16,8.881784197001252e-16,False,,,7720,11580
967,0.0016244030076589743,0.8317876066137693,2.478486166301863e-16,6.661338147750939e-16,False,,,7736,11604
969,0.0016210502607934593,0.8317882436423768,2.3375398838787476e-16,2.220446049250313e-16,False,,,7752,11628
971,0.0016177113254857516,0.8317888780404239,2.7755575615628914e-16,2.220446049250313e-15,False,,,7768,11652
973,0.001614386116566647,0.8317895098241715,7.806255641895632e-17,1.4432899320127035e-15,False,,,7784,11676
975,0.0016110745495657686,0.8317901390097461,1.5569143196891844e-16,1.4432899320127035e-15,False,,,7800,11700
977,0.0016077765407044142,0.8317907656131421,2.682316174729138e-16,8.881784197001252e-16,False,,,7816,11724
979,0.00160449200688849,0.8317913896502224,8.543513119185775e-17,2.220446049250313e-16,False,,,7832,11748
981,0.0016012208657015339,0.8317920111367207,2.0339632755828063e-16,3.3306690738754696e-16,False,,,7848,11772
983,0.00159796303539782,0.8317926300882426,1.5092094240998222e-16,6.661338147750939e-16,False,,,7864,11796
985,0.001594718434895551,0.8317932465202659,2.3136874360840665e-16,2.220446049250313e-16,False,,,7880,11820
987,0.0015914869837701283,0.8317938604481432,1.7845967759111403e-16,2.220446049250313e-16,False,,,7896,11844
989,0.001588268602247511,0.8317944718871028,4.575333167888829e-17,1.7763568394002505e-15,False,,,7912,11868
991,0.0015850632111976486,0.8317950808522487,2.6085904270001237e-16,4.440892098500626e-16,False,,,7928,11892
993,0.0015818707321279954,0.8317956873585644,1.0907073855204175e-16,3.3306690738754696e-16,False,,,7944,11916
995,0.0015786910871771046,0.8317962914209118,2.242130092700023e-16,1.5543122344752192e-15,False,,,7960,11940
997,0.0015755241991082982,0.831796893054033,5.572799166575493e-17,8.881784197001252e-16,False,,,7976,11964
999,0.0015723699913034125,0.8317974922725527,2.467644144577008e-16,1.9984014443252818e-15,False,,,7992,11988
1001,0.0015692283877566191,0.8317980890909772,1.2923689896027213e-16,8.881784197001252e-16,False,,,8008,12012
